user_id,interaction_date,age,gender,city,user_type,device_type,internet_quality,sessions_per_week,avg_session_minutes,completed_activities,pending_activities,support_tickets,response_time_hours,platform_errors,training_received,support_channel,platform_module,perceived_usability,recommendation_score,satisfaction_level,satisfied
USR00350,2026-03-04,31,Masculino,Cuenca,Estudiante,Laptop,,7,37.4,17,7,2,,2,No,Chat,Aula virtual,2.9,4,Media,0
USR00605,2026-02-18,24,Femenino,Guayaquil,Estudiante,Móvil,Media,8,12.4,16,4,0,1.6,2,No,Teléfono,Biblioteca digital,1.8,4,Media,0
USR00006,2025-07-02,31,Femenino,Quito,Estudiante,Tablet,Media,10,27.6,28,3,0,5.9,1,Sí,Chat,Aula virtual,3.7,8,Alta,1
USR01341,2025-02-16,36,Femenino,Guayaquil,Docente,Móvil,Media,4,32.7,23,1,0,9.2,2,Sí,Autoservicio,Soporte académico,3.5,6,Alta,1
USR00955,2025-02-15,38,Femenino,Guayaquil,Administrativo,Laptop,Media,1,48.2,9,9,3,5.4,1,No,Autoservicio,Biblioteca digital,3.2,4,Media,0
USR01259,2025-09-03,27,Masculino,Cuenca,Estudiante,Laptop,Media,3,22.1,10,13,0,5.1,1,No,Autoservicio,Evaluaciones,2.5,4,Media,0
USR00402,2025-06-20,34,Masculino,Quito,Estudiante,Laptop,Alta,4,56,15,7,0,2.9,1,No,Chat,Pagos,3.6,5,Baja,0
USR00078,2025-09-28,28,Masculino,Quito,Estudiante,Móvil,,6,60.1,13,11,3,4.9,1,,Chat,Aula virtual,2.5,3,Media,0
USR00250,2025-09-10,24,Femenino,Guayaquil,Estudiante,Tablet,Alta,12,51.5,19,5,0,13,2,No,Autoservicio,Pagos,3.3,6,Alta,1
USR00616,2025-07-21,20,Femenino,Ibarra,Docente,Móvil,Alta,10,40,12,0,4,6.1,4,Sí,Correo,Evaluaciones,4.4,6,Media,0
USR00207,2026-01-31,32,Prefiere no decir,Quito,Estudiante,Tablet,Media,7,41,20,5,3,4.9,2,Sí,Correo,Biblioteca digital,4,6,Media,0
USR00462,2025-08-23,35,Femenino,Quito,Estudiante,Laptop,Media,5,23.4,10,4,2,6.1,2,Sí,Chat,Evaluaciones,3.6,4,Baja,0
USR00401,2025-05-29,19,Masculino,Ambato,Estudiante,Laptop,Baja,11,75,32,3,4,8.9,0,Sí,Chat,Evaluaciones,3.5,7,Baja,0
USR00267,2025-06-14,40,Masculino,Guayaquil,Estudiante,Móvil,Alta,2,48.6,23,9,1,9.1,2,Sí,Correo,Soporte académico,3.7,6,Media,0
USR00326,2025-01-31,35,Femenino,Quito,Estudiante,Laptop,Baja,6,54.1,23,14,4,10.6,6,No,Chat,Aula virtual,1.3,2,Baja,0
USR00900,2026-02-02,26,Masculino,Guayaquil,Docente,Tablet,Alta,1,34.4,18,4,0,3.9,2,Sí,Chat,Inscripciones,4.3,6,Alta,1
USR01312,2025-08-30,36,Femenino,Cuenca,Estudiante,Móvil,Media,6,24.3,20,7,0,,3,No,Chat,Inscripciones,1.8,4,Media,0
USR00501,2025-08-22,27,Femenino,Cuenca,Estudiante,Laptop,,3,37.4,13,9,3,6.6,0,No,Chat,Evaluaciones,2.5,3,Baja,0
USR01234,2025-11-09,44,Prefiere no decir,Ibarra,Estudiante,Laptop,Baja,8,24.5,24,6,3,4.5,3,Sí,Correo,Evaluaciones,3.3,6,Alta,1
USR00604,2026-01-19,36,Femenino,Guayaquil,Estudiante,Móvil,Media,1,41.3,15,6,0,5.1,3,No,Chat,Biblioteca digital,2.8,4,Baja,0
USR00199,2025-07-17,24,Masculino,Quito,Estudiante,Laptop,Baja,5,26.2,6,11,4,6.1,8,No,Chat,Biblioteca digital,2.8,2,Media,0
USR01300,2025-04-21,51,Femenino,Guayaquil,Estudiante,Laptop,Media,9,28.4,17,0,0,,1,Sí,Correo,Aula virtual,3.1,5,Baja,0
USR00503,2025-11-03,30,Femenino,Manta,Estudiante,Móvil,Baja,8,51,13,9,3,12.1,8,No,Chat,Aula virtual,1.5,0,Baja,0
USR00334,2025-07-01,36,Femenino,Manta,Estudiante,Laptop,Baja,5,37.9,20,12,4,6.2,7,No,Chat,Aula virtual,1.7,2,Baja,0
USR01026,2026-01-30,30,Femenino,Cuenca,Estudiante,Laptop,Media,5,46.4,25,4,0,4.3,2,Sí,Correo,Aula virtual,3.4,7,Baja,0
USR00416,2026-04-17,22,Femenino,Quito,Estudiante,Móvil,Alta,3,34.4,7,9,1,4.2,5,No,Correo,Inscripciones,2.9,2,Media,0
USR01131,2026-02-17,40,Femenino,Loja,Estudiante,Laptop,Media,6,64.1,20,12,0,5.8,4,No,Correo,Aula virtual,2.4,3,Baja,0
USR00003,2025-03-23,42,Femenino,Guayaquil,Docente,Laptop,Media,1,35.4,9,8,0,5.2,0,No,Correo,Inscripciones,1.8,3,Baja,0
USR01250,2025-11-20,18,Masculino,Cuenca,Estudiante,Tablet,Media,7,58.4,12,8,2,2.8,0,No,Chat,Biblioteca digital,3.1,4,Baja,0
USR01428,2025-09-16,30,Femenino,Guayaquil,Estudiante,Computador de escritorio,Media,5,45.9,13,9,1,19.4,2,No,Teléfono,Inscripciones,2.9,4,Media,0
USR01238,2026-03-09,17,Femenino,Loja,Administrativo,Móvil,Media,4,16.1,13,4,2,4.6,4,No,Chat,Pagos,2.4,2,Media,0
USR01455,2025-05-21,17,Masculino,Guayaquil,Estudiante,Laptop,Media,7,70.6,22,15,4,11,4,No,Correo,Soporte académico,2.5,2,Media,0
USR01411,2025-02-16,33,Femenino,Quito,Estudiante,Laptop,Baja,3,35.3,16,6,1,2.7,6,Sí,Chat,Evaluaciones,2.3,5,Baja,0
USR00472,2025-12-23,24,Femenino,Loja,Docente,Móvil,Media,8,31,24,9,3,6,2,Sí,Correo,Evaluaciones,3.5,6,Baja,0
USR01199,2026-06-09,40,Masculino,Quito,Administrativo,Tablet,Media,8,32.8,11,7,1,5.4,4,No,Correo,Evaluaciones,2.6,2,Media,0
USR01287,2026-02-24,20,Masculino,Manta,Estudiante,Laptop,Media,9,38.5,30,1,1,3.8,0,Sí,Correo,Pagos,3.9,10,Alta,1
USR00431,2025-01-23,37,Masculino,Quito,Estudiante,Móvil,Media,9,12.3,22,1,2,3.1,2,Sí,Correo,Soporte académico,3.7,5,Alta,1
USR01364,2025-12-05,25,Masculino,Guayaquil,Estudiante,Laptop,Media,5,41.8,8,7,0,4.2,3,No,Correo,Evaluaciones,2,1,Media,0
USR01209,2025-12-02,28,Masculino,Quito,Estudiante,Laptop,Media,6,40.9,13,10,0,1.1,2,No,Correo,Evaluaciones,3,6,Media,0
USR00230,2025-02-24,33,Femenino,Cuenca,Administrativo,Laptop,Media,2,25.1,12,6,1,2,2,Sí,Correo,Inscripciones,3.9,6,Baja,0
USR00516,2025-01-27,17,Femenino,Santo Domingo,Estudiante,Tablet,Alta,4,36.5,28,5,5,5.3,4,Sí,Chat,Inscripciones,5,7,Alta,1
USR00257,2025-05-10,22,Femenino,Manta,Estudiante,Computador de escritorio,Baja,6,40.6,20,11,2,5.5,3,Sí,Autoservicio,Biblioteca digital,2.4,7,Media,0
USR00793,2026-01-18,46,Masculino,Santo Domingo,Estudiante,Tablet,Media,7,22.6,10,7,2,10.5,2,No,Chat,Soporte académico,2.3,2,Media,0
USR00303,2026-04-15,41,Masculino,Ibarra,Estudiante,Móvil,Alta,4,13.6,23,2,2,2.8,7,Sí,Chat,Pagos,3.4,6,Baja,0
USR00824,2026-02-12,32,Masculino,Quito,Estudiante,Laptop,Media,3,30.7,17,8,0,11.6,0,No,Correo,Evaluaciones,3.1,6,Baja,0
USR00912,2025-06-09,37,Masculino,Guayaquil,Estudiante,Laptop,Alta,5,31.4,12,8,4,5.5,1,Sí,Chat,Evaluaciones,4.9,9,Baja,0
USR01443,2026-02-03,52,Prefiere no decir,Quito,Estudiante,Laptop,Alta,1,44.9,13,5,3,3,1,Sí,Correo,Biblioteca digital,4.4,5,Media,0
USR00205,2025-06-23,43,Prefiere no decir,Guayaquil,Estudiante,Laptop,Alta,5,47.7,17,11,2,6.2,1,Sí,Chat,Evaluaciones,4.3,8,Alta,1
USR01110,2025-12-27,31,Femenino,Ambato,Estudiante,Móvil,Alta,2,6,16,7,0,8.5,2,Sí,Chat,Soporte académico,4.3,7,Alta,1
USR00168,2025-12-06,25,Masculino,Guayaquil,Estudiante,Laptop,Media,6,36.2,16,4,1,4.3,1,Sí,Correo,Evaluaciones,3.3,5,Media,0
USR01452,2025-01-21,17,Masculino,Quito,Estudiante,Tablet,Media,4,55.4,17,6,1,3.6,2,Sí,Chat,Biblioteca digital,3.6,7,Baja,0
USR00226,2026-04-25,20,Femenino,Quito,Estudiante,Móvil,Media,5,51.2,19,15,0,2.2,5,No,Chat,Evaluaciones,2.5,4,Media,0
USR00439,2026-03-03,20,Femenino,Cuenca,Administrativo,Laptop,Baja,3,30.6,19,11,0,22.6,1,Sí,Correo,Inscripciones,2.1,3,Baja,0
USR00489,2025-05-13,29,Masculino,Cuenca,Estudiante,Laptop,Alta,8,29.3,17,1,2,5.5,0,Sí,Correo,Evaluaciones,4.2,6,Media,0
USR01034,2025-09-25,37,Masculino,Santo Domingo,Estudiante,Tablet,Alta,5,23.3,24,2,3,5.8,3,Sí,Chat,Biblioteca digital,4,7,Baja,0
USR00438,2025-09-27,26,Masculino,Quito,Estudiante,Laptop,Alta,3,66.6,18,4,0,4.3,1,Sí,Chat,Evaluaciones,4.8,6,Alta,1
USR00633,2026-01-25,25,Femenino,Quito,Estudiante,Móvil,Media,5,42.3,19,3,1,3.9,0,Sí,Chat,Soporte académico,4,7,Baja,0
USR01263,2025-07-26,34,Masculino,Manta,Docente,Laptop,Media,9,44,19,5,0,,3,Sí,Chat,Evaluaciones,3.6,7,Alta,1
USR00777,2026-05-04,36,Femenino,Quito,Administrativo,Móvil,Baja,1,31.2,9,12,3,3.5,7,No,Correo,Aula virtual,1,0,Baja,0
USR00012,2025-03-16,35,Femenino,Cuenca,Estudiante,Laptop,Media,7,48,19,8,0,3.9,1,Sí,Chat,Pagos,2.6,4,Media,0
USR00162,2025-01-10,25,Femenino,Guayaquil,Estudiante,Móvil,Alta,2,55.4,19,6,1,4.6,2,Sí,Chat,Evaluaciones,3.5,6,Baja,0
USR01002,2025-05-12,42,Masculino,Quito,Estudiante,Móvil,Alta,1,36.5,7,0,1,5.7,1,Sí,Chat,Evaluaciones,4.1,6,Media,0
USR00103,2025-01-26,23,Masculino,Quito,Docente,Móvil,Media,7,19,21,4,0,0.9,5,Sí,Teléfono,Biblioteca digital,4,5,Media,0
USR00563,2025-06-03,30,Femenino,Quito,Docente,Tablet,Media,10,46.9,22,6,1,3.1,1,Sí,Correo,Biblioteca digital,4.2,9,Alta,1
USR00564,2025-11-12,25,Masculino,Guayaquil,Estudiante,Móvil,Media,3,53.5,17,11,1,3.6,2,No,Correo,Pagos,3.4,5,Media,0
USR01493,2025-09-17,25,Femenino,Santo Domingo,Estudiante,Tablet,Media,6,41.5,14,8,2,2.7,3,No,Teléfono,Pagos,2,0,Baja,0
USR00730,2025-01-04,30,Femenino,Ambato,Estudiante,Tablet,Media,10,24.3,18,3,1,6.2,1,Sí,Chat,Evaluaciones,4.5,7,Alta,1
USR00650,2025-12-02,38,Prefiere no decir,Quito,Administrativo,Tablet,Alta,6,32.2,24,9,0,2.7,0,No,Correo,Aula virtual,3.8,5,Alta,1
USR01368,2025-09-14,34,Femenino,Quito,Estudiante,Laptop,Media,2,74.4,17,9,1,4.5,2,No,Chat,Soporte académico,3,5,Baja,0
USR01440,2026-06-08,26,Masculino,Loja,Estudiante,Tablet,Media,5,32.6,11,0,0,0.6,2,Sí,Chat,Aula virtual,2.9,5,Baja,0
USR01246,2025-12-07,17,Masculino,Quito,Estudiante,Laptop,Media,7,143.4,11,4,0,8.2,1,Sí,Correo,Aula virtual,2.6,6,Alta,1
USR01211,2026-04-28,29,Femenino,Loja,Estudiante,Laptop,Media,3,41.4,18,12,1,2.1,1,No,Chat,Biblioteca digital,2.6,4,Baja,0
USR00001,2025-04-25,38,Femenino,Manta,Estudiante,Tablet,Baja,5,34.3,18,8,5,7.8,2,Sí,Chat,Aula virtual,2.3,6,Baja,0
USR00140,2025-01-10,43,Femenino,Quito,Estudiante,Móvil,Media,5,23.6,22,5,0,2.1,3,No,Autoservicio,Evaluaciones,2,2,Media,0
USR01214,2025-06-12,42,Masculino,Quito,Estudiante,Tablet,Media,6,39.7,10,10,2,,1,No,Correo,Aula virtual,2.5,4,Baja,0
USR00043,2025-08-28,18,Masculino,Guayaquil,Estudiante,Móvil,Media,6,39.6,20,14,2,3.4,1,Sí,Correo,Inscripciones,3.7,4,Baja,0
USR00548,2025-03-17,26,Femenino,Loja,Estudiante,Móvil,Media,5,54.5,14,17,0,8.9,1,No,Chat,Soporte académico,2.8,4,Media,0
USR01053,2025-08-27,37,Masculino,Loja,Estudiante,Laptop,Alta,2,40.7,13,10,1,1.5,2,No,Chat,Aula virtual,2.9,3,Media,0
USR00544,2025-09-17,43,Masculino,Cuenca,Estudiante,Móvil,Media,9,58.9,15,9,0,1.3,6,No,Chat,Inscripciones,2.6,3,Baja,0
USR01122,2025-02-11,25,Masculino,Guayaquil,Docente,Tablet,Alta,8,42.3,15,7,2,2.5,0,Sí,Correo,Biblioteca digital,4.8,9,Baja,0
USR01420,2026-05-28,30,Masculino,Cuenca,Estudiante,Tablet,Baja,9,61,22,8,0,2.3,7,Sí,Chat,Biblioteca digital,2.8,1,Media,0
USR00901,2026-01-30,55,Femenino,Ambato,Estudiante,Laptop,Baja,6,32.9,13,14,3,5.6,5,No,Correo,Soporte académico,1,2,Baja,0
USR00236,2026-01-24,45,Masculino,Guayaquil,Estudiante,Móvil,Media,4,54,20,4,0,10.9,2,Sí,Teléfono,Pagos,3.1,5,Media,0
USR00913,2025-12-30,33,Femenino,Ambato,Estudiante,Móvil,Alta,9,36.7,23,7,0,10.8,5,No,Chat,Aula virtual,3.3,1,Baja,0
USR00933,2025-12-24,49,Masculino,Manta,Estudiante,Laptop,Media,2,22.6,10,6,0,2.4,0,No,Chat,Aula virtual,2.6,5,Media,0
USR00794,2025-06-07,39,Masculino,Guayaquil,Estudiante,Móvil,Alta,9,28.3,19,7,0,1.9,2,Sí,Chat,Aula virtual,4.2,8,Media,0
USR00920,2026-05-01,23,Masculino,Quito,Administrativo,Móvil,Media,6,34.7,20,0,0,41.6,0,Sí,Correo,Biblioteca digital,4.1,8,Alta,1
USR00109,2025-10-15,26,Prefiere no decir,Quito,Estudiante,Computador de escritorio,Media,4,38,9,11,1,7.6,2,,Teléfono,Aula virtual,2.7,4,Baja,0
USR00857,2025-04-01,30,Femenino,Ambato,Estudiante,Laptop,Alta,5,27.4,17,1,1,13.9,3,Sí,Chat,Aula virtual,4.1,8,Baja,0
USR00426,2025-07-21,34,Femenino,Santo Domingo,Estudiante,Laptop,Alta,1,63.5,24,0,0,1.8,1,Sí,Correo,Pagos,4.4,7,Alta,1
USR00032,2025-10-23,36,Femenino,Guayaquil,Estudiante,Laptop,Media,8,26.3,20,4,1,11.5,4,Sí,Correo,Inscripciones,4,7,Media,0
USR00471,2025-12-01,26,Femenino,Guayaquil,Estudiante,Móvil,Media,9,27.2,16,11,3,4.9,1,No,Chat,Aula virtual,2.9,4,Media,0
USR00653,2025-05-14,21,Masculino,Loja,Estudiante,Móvil,Media,5,37.2,17,4,0,3.6,0,Sí,Chat,Biblioteca digital,4.6,10,Alta,1
USR00175,2026-01-26,21,Masculino,Loja,Estudiante,Laptop,Media,8,26.7,13,8,1,4.5,0,No,Autoservicio,Aula virtual,3.1,5,Baja,0
USR01305,2026-06-12,25,Masculino,Quito,Estudiante,Móvil,Media,9,40.5,16,12,0,6.4,1,No,Chat,Soporte académico,2.4,6,Media,0
USR00292,2026-02-17,28,Femenino,Ambato,Estudiante,Laptop,Media,5,35.2,14,0,0,9,1,,Teléfono,Aula virtual,3,5,Media,0
USR00799,2025-11-21,24,Femenino,Guayaquil,Estudiante,Laptop,Alta,6,26.9,23,7,3,3.7,1,Sí,Chat,Aula virtual,4,6,Media,0
USR00594,2025-10-12,43,Femenino,Guayaquil,Estudiante,Laptop,Alta,6,45.9,27,4,1,2.2,3,Sí,Chat,Inscripciones,4.1,4,Alta,1
USR01174,2026-01-03,35,Masculino,Guayaquil,Estudiante,Tablet,Media,7,28.1,16,4,1,1.9,2,No,Correo,Pagos,2.5,1,Media,0
USR00016,2025-03-13,32,Prefiere no decir,Quito,Estudiante,Laptop,Alta,6,41.1,23,4,2,7,3,Sí,Autoservicio,Aula virtual,3.5,5,Media,0
USR00827,2025-07-12,18,Femenino,Quito,Estudiante,Laptop,Media,1,53.6,7,5,0,3.4,0,Sí,Autoservicio,Soporte académico,3.8,6,Media,0
USR00393,2025-01-12,31,Masculino,Cuenca,Estudiante,Laptop,Alta,3,56.3,18,5,1,3.5,0,Sí,Correo,Evaluaciones,4.7,8,Media,0
USR01190,2025-11-04,30,Femenino,Loja,Estudiante,Laptop,Alta,5,39.1,6,5,1,4.6,4,Sí,Chat,Aula virtual,3.7,7,Alta,1
USR01133,2025-02-16,21,Femenino,Guayaquil,Estudiante,Laptop,Media,5,38.2,13,10,3,9.9,0,No,Autoservicio,Evaluaciones,2.6,3,Media,0
USR00606,2025-10-10,42,Femenino,Quito,Estudiante,Computador de escritorio,Media,7,54.4,20,11,2,8.1,1,Sí,Chat,Evaluaciones,3.4,6,Media,0
USR00775,2025-08-30,44,Femenino,Cuenca,Estudiante,Laptop,Media,5,44.5,15,3,0,2.2,0,Sí,Autoservicio,Aula virtual,3.5,6,Alta,1
USR00374,2026-05-29,23,Masculino,Ambato,Docente,Laptop,Alta,8,45.1,15,6,3,5.5,1,No,Chat,Pagos,2.3,4,Baja,0
USR00783,2025-10-16,22,Femenino,Guayaquil,Estudiante,Tablet,Alta,6,68.6,20,6,0,13.3,1,No,Chat,Aula virtual,2.5,3,Baja,0
USR01059,2025-09-22,32,Masculino,Quito,Estudiante,Laptop,Media,6,30.6,10,2,0,3.3,2,,Teléfono,Evaluaciones,3.7,7,Media,0
USR00760,2025-11-10,36,Masculino,Quito,Estudiante,Laptop,Baja,6,50.1,22,15,4,5.2,5,No,Chat,Biblioteca digital,1.2,1,Baja,0
USR00667,2025-06-15,19,Masculino,Cuenca,Docente,Laptop,Media,3,41.2,11,4,0,1.9,3,Sí,Autoservicio,Aula virtual,2.5,2,Baja,0
USR01126,2025-09-27,24,Masculino,Manta,Estudiante,Laptop,Alta,4,57.1,6,2,1,2.4,0,Sí,Correo,Biblioteca digital,5,8,Media,0
USR00971,2025-01-30,34,Masculino,Guayaquil,Administrativo,Laptop,Alta,3,33.3,12,6,2,5.9,0,No,Correo,Aula virtual,3.6,6,Baja,0
USR00214,2026-02-28,17,Femenino,Quito,Estudiante,Tablet,Alta,3,17.7,17,13,3,6.6,3,No,Chat,Pagos,2.7,2,Media,0
USR00146,2025-04-16,24,Femenino,Cuenca,Estudiante,Tablet,Media,2,66.5,21,4,2,10.2,0,Sí,Teléfono,Inscripciones,3.8,9,Alta,1
USR01072,2026-05-04,17,Masculino,Cuenca,Estudiante,Móvil,Media,7,48.9,12,10,0,0.9,3,No,Chat,Biblioteca digital,1.6,0,Baja,0
USR00528,2025-01-27,19,Femenino,Quito,Estudiante,Laptop,Media,7,33.5,18,2,2,7.6,1,Sí,Chat,Biblioteca digital,3.4,4,Baja,0
USR00455,2025-05-02,28,Femenino,Quito,Administrativo,Laptop,Media,8,59.7,24,3,1,4.8,3,Sí,Chat,Aula virtual,3.1,6,Baja,0
USR01024,2025-03-19,39,Masculino,Loja,Estudiante,Móvil,Baja,4,53.2,20,10,6,8.4,6,Sí,Chat,Aula virtual,2.3,4,Baja,0
USR01248,2026-05-19,37,Femenino,Guayaquil,Estudiante,Laptop,Media,5,35.8,12,7,0,9.6,0,No,Chat,Evaluaciones,1.7,3,Baja,0
USR00738,2025-03-02,31,Femenino,Cuenca,Administrativo,Móvil,Alta,6,41.3,24,12,1,1.7,1,No,Chat,Evaluaciones,3.3,5,Alta,1
USR01369,2025-07-10,28,Masculino,Santo Domingo,Estudiante,Computador de escritorio,Media,2,39.5,14,5,2,2.3,1,Sí,Correo,Evaluaciones,3.1,7,Baja,0
USR01408,2025-11-24,22,Masculino,Ibarra,Estudiante,Tablet,Media,8,11.6,21,6,0,3.5,0,Sí,Correo,Aula virtual,4,9,Baja,0
USR00377,2025-08-06,29,Masculino,Guayaquil,Estudiante,Móvil,Media,7,37.1,17,1,3,9.9,1,Sí,Correo,Inscripciones,3.3,5,Alta,1
USR00715,2026-01-26,33,Femenino,Guayaquil,Estudiante,Móvil,,5,22.8,18,9,5,8.3,1,No,Teléfono,Biblioteca digital,2.3,2,Alta,1
USR01310,2025-05-19,41,Femenino,Ambato,Estudiante,Móvil,Alta,2,35.3,17,3,3,5.4,3,Sí,Correo,Inscripciones,4.1,4,Alta,1
USR00872,2025-01-20,20,Femenino,Ambato,Estudiante,Móvil,Alta,6,47.7,14,9,2,4.8,6,No,Correo,Biblioteca digital,3,2,Media,0
USR01021,2025-02-20,42,Femenino,Guayaquil,Estudiante,Laptop,Media,3,43.3,8,5,2,64.1,1,No,Correo,Aula virtual,1.9,3,Media,0
USR00725,2025-09-25,30,Masculino,Loja,Docente,Móvil,Media,6,60.2,16,9,0,4.7,1,No,Correo,Evaluaciones,2.5,3,Media,0
USR01140,2025-07-09,35,Masculino,Guayaquil,Estudiante,Móvil,Alta,1,35.8,16,7,1,13.4,1,Sí,Chat,Aula virtual,4.1,6,Baja,0
USR00755,2025-10-29,18,Masculino,Quito,Estudiante,Laptop,Media,4,45,20,4,0,1.5,3,Sí,Correo,Aula virtual,3.4,5,Alta,1
USR01135,2025-06-07,29,Femenino,Loja,Estudiante,Computador de escritorio,Media,5,35.5,23,14,2,10.9,0,No,Correo,Inscripciones,2.9,5,Baja,0
USR00017,2025-09-18,40,Femenino,Ambato,Estudiante,Computador de escritorio,Alta,6,57.6,16,4,0,9.9,1,Sí,Correo,Soporte académico,3.7,6,Alta,1
USR00349,2025-07-13,34,Femenino,Manta,Estudiante,Móvil,Alta,4,64.7,9,12,2,4,2,No,Teléfono,Evaluaciones,2.3,4,Baja,0
USR00641,2025-03-25,36,Masculino,Quito,Docente,Móvil,Media,7,49.8,16,6,0,3.5,2,No,Teléfono,Inscripciones,2.9,4,Baja,0
USR00352,2026-03-16,29,Femenino,Manta,Estudiante,Laptop,Media,10,38,23,4,2,9.4,0,Sí,Chat,Inscripciones,3.7,6,Media,0
USR01080,2025-06-25,32,Masculino,Manta,Administrativo,Laptop,Media,6,27.7,18,7,1,55.3,3,No,Autoservicio,Aula virtual,2.3,4,Media,0
USR01384,2025-04-19,26,Femenino,Ambato,Docente,Móvil,Media,9,164.8,21,8,3,6.8,2,Sí,Chat,Aula virtual,4.8,7,Media,0
USR00549,2026-02-02,49,Femenino,Quito,Docente,Laptop,Media,8,58.9,22,9,2,10.3,0,No,Correo,Aula virtual,3,4,Baja,0
USR00556,2025-03-24,37,Femenino,Quito,Docente,Tablet,Baja,5,41,13,8,4,9.7,1,No,Chat,Aula virtual,1.1,4,Media,0
USR01405,2025-03-14,32,Masculino,Santo Domingo,Estudiante,Móvil,Alta,10,52.3,32,2,0,,2,Sí,Teléfono,Aula virtual,4.9,9,Alta,1
USR01037,2025-08-29,26,Masculino,Quito,Estudiante,Móvil,Alta,7,32.3,10,5,1,2.4,0,No,Chat,Aula virtual,3.3,6,Media,0
USR00079,2025-05-30,29,Masculino,Guayaquil,Estudiante,Laptop,Media,7,40.1,18,2,0,1.3,0,Sí,Correo,Soporte académico,3.7,8,Baja,0
USR00405,2026-03-01,33,Masculino,Loja,Estudiante,Móvil,Media,5,21,17,2,0,0.8,0,Sí,Correo,Biblioteca digital,4.5,7,Alta,1
USR00885,2025-04-03,37,Femenino,Guayaquil,Estudiante,Laptop,Alta,8,69.1,27,8,1,3.9,1,No,Chat,Aula virtual,3.5,6,Baja,0
USR01168,2025-05-08,25,Femenino,Guayaquil,Estudiante,Móvil,Baja,5,56.7,15,5,3,6.5,8,Sí,Autoservicio,Evaluaciones,2.7,2,Media,0
USR00829,2025-06-20,35,Masculino,Guayaquil,Estudiante,Tablet,Alta,3,63.4,18,7,3,15.4,0,No,Chat,Evaluaciones,3.1,5,Media,0
USR00854,2025-10-29,29,Femenino,Cuenca,Administrativo,Móvil,Baja,4,39,17,14,2,2,7,No,Chat,Aula virtual,1,2,Media,0
USR01479,2025-06-21,41,Femenino,Guayaquil,Estudiante,Móvil,Baja,7,34.7,11,10,2,3.7,6,No,Correo,Aula virtual,1.5,2,Baja,0
USR01092,2026-01-30,45,Femenino,Guayaquil,Estudiante,Móvil,Baja,3,31.3,6,17,2,10.5,5,No,Autoservicio,Aula virtual,1,1,Media,0
USR00328,2026-06-05,43,Prefiere no decir,Santo Domingo,Estudiante,Laptop,Media,5,20,9,8,0,2.1,2,No,Chat,Biblioteca digital,2.5,2,Baja,0
USR01276,2025-09-22,22,Femenino,Manta,Estudiante,Laptop,Alta,2,55.9,15,11,1,2.7,1,Sí,Correo,Aula virtual,4.3,8,Media,0
USR01220,2026-04-08,25,Femenino,Santo Domingo,Estudiante,Laptop,Media,4,59.8,10,12,1,6.7,1,No,Chat,Inscripciones,2.2,5,Media,0
USR01297,2025-11-25,32,Femenino,Ambato,Estudiante,Laptop,,3,42.5,15,2,0,2.7,0,Sí,Chat,Aula virtual,2.6,4,Baja,0
USR00834,2025-11-28,23,Masculino,Quito,Estudiante,Móvil,Alta,6,35,16,1,4,6.1,6,Sí,Chat,Soporte académico,4.2,5,Alta,1
USR00763,2026-04-24,32,Masculino,Manta,Estudiante,Móvil,Media,3,29.2,1,11,0,2.9,4,No,Teléfono,Soporte académico,2.3,2,Baja,0
USR00873,2025-08-24,17,Femenino,Guayaquil,Estudiante,Laptop,Baja,5,53.2,14,5,4,7.1,5,Sí,Correo,Evaluaciones,1.9,0,Baja,0
USR00688,2025-04-26,20,Femenino,Manta,Docente,Laptop,Alta,8,47.2,20,11,1,7.5,0,No,Correo,Aula virtual,3.6,4,Baja,0
USR00195,2025-04-20,35,Prefiere no decir,Ambato,Estudiante,Móvil,Media,6,58.7,27,1,1,2.3,3,Sí,Correo,Pagos,3.9,5,Media,0
USR00304,2025-11-08,17,Masculino,Quito,Estudiante,Tablet,Alta,2,11.7,7,6,0,10.9,2,No,Chat,Pagos,3.1,2,Baja,0
USR00798,2025-01-13,22,Femenino,Quito,Estudiante,Tablet,Media,1,16.9,18,9,0,8.3,1,Sí,Correo,Pagos,3.4,5,Media,0
USR00595,2025-01-24,23,Femenino,Ambato,Docente,Laptop,Media,6,46,13,9,3,,4,No,Chat,Evaluaciones,1.6,2,Baja,0
USR01207,2026-02-12,33,Masculino,Manta,Estudiante,Laptop,Media,5,72.7,12,9,2,,0,No,Chat,Biblioteca digital,2.2,4,Media,0
USR00877,2026-06-24,29,Femenino,Loja,Estudiante,Laptop,Alta,9,31.6,17,5,1,,3,Sí,Correo,Aula virtual,3.7,7,Baja,0
USR00576,2026-01-22,36,Femenino,Guayaquil,Docente,Laptop,Alta,7,30.1,15,7,1,13.4,4,No,Chat,Aula virtual,2.7,4,Media,0
USR00313,2025-05-04,37,Masculino,Quito,Estudiante,Móvil,Alta,6,39.6,20,0,0,3.9,3,Sí,Chat,Biblioteca digital,3.3,7,Media,0
USR01153,2026-01-27,35,Masculino,Loja,Estudiante,Móvil,Alta,4,17.6,11,4,1,,2,Sí,Chat,Soporte académico,4.5,8,Baja,0
USR00135,2026-05-02,25,Femenino,Guayaquil,Docente,Laptop,Media,5,62.6,24,9,5,5.5,3,Sí,Correo,Soporte académico,3.4,7,Baja,0
